"Staten Island Rolling Sales File.  All Sales From January 1, 2011 - December 31, 2011.",,,,,,,,,,,,,,,,,,,,
Sales File as of 03/30/2012  Coop Sales Files as of 04/06/2012,,,,,,,,,,,,,,,,,,,,
"Neighborhood Name 04/01/12, Descriptive Data is as of 04/01/12",,,,,,,,,,,,,,,,,,,,
Building Class Category is based on Building Class at Time of Sale.,,,,,,,,,,,,,,,,,,,,
BOROUGH,NEIGHBORHOOD,BUILDING CLASS CATEGORY,TAX CLASS AT PRESENT,BLOCK,LOT,EASE-MENT,BUILDING CLASS AT PRESENT,ADDRESS,APARTMENT NUMBER,ZIP CODE,RESIDENTIAL UNITS,COMMERCIAL UNITS,TOTAL UNITS,LAND SQUARE FEET,GROSS SQUARE FEET,YEAR BUILT,TAX CLASS AT TIME OF SALE,BUILDING CLASS AT TIME OF SALE,SALE PRICE,SALE DATE
5,HUGUENOT                 ,01  ONE FAMILY HOMES                        ,1,6540,1, ,A1, 167 CHESTER AVENUE                        ,            ,10312,1,0,1,"16,740","2,574",1930, 1 , A1 ,"$965,000",4/28/2011
5,HUGUENOT                 ,01  ONE FAMILY HOMES                        ,1,6550,13, ,A1, 5423 HYLAN BOULEVARD                      ,            ,10312,1,0,1,"5,711","3,900",2002, 1 , A1 ,"$645,000",1/24/2011
5,HUGUENOT                 ,01  ONE FAMILY HOMES                        ,1,6552,35, ,A1, 3 LOUISE STREET                           ,            ,10312,1,0,1,"4,905","4,675",2004, 1 , A1 ,"$811,000",5/20/2011
5,HUGUENOT                 ,01  ONE FAMILY HOMES                        ,1,6568,32, ,A1, 88 STECHER STREET                         ,            ,10312,1,0,1,"8,000","3,210",1975, 1 , A1 ,"$750,000",12/20/2011
5,HUGUENOT                 ,01  ONE FAMILY HOMES                        ,1,6570,19, ,A1, 23 KINGDOM AVENUE                         ,            ,10312,1,0,1,"4,550","1,182",1955, 1 , A1 ,$0,11/15/2011
5,HUGUENOT                 ,01  ONE FAMILY HOMES                        ,1,6574,33, ,A1, 126 KINGDOM AVENUE                        ,            ,10312,1,0,1,"5,100","1,280",1930, 1 , A1 ,"$450,000",5/19/2011
5,HUGUENOT                 ,01  ONE FAMILY HOMES                        ,1,6575,10, ,A2, 1061 HUGUENOT AVENUE                      ,            ,10312,1,0,1,"6,600",875,1960, 1 , A2 ,$0,11/8/2011
5,HUGUENOT                 ,01  ONE FAMILY HOMES                        ,1,6576,27, ,A1, 94 KINGDOM AVENUE                         ,            ,10312,1,0,1,"4,000","1,344",1930, 1 , A1 ,"$400,000",9/27/2011
5,HUGUENOT                 ,01  ONE FAMILY HOMES                        ,1,6582,12, ,A1, 140 PRALL AVENUE                          ,            ,10312,1,0,1,"11,775","2,056",1975, 1 , A1 ,$0,7/7/2011
5,HUGUENOT                 ,01  ONE FAMILY HOMES                        ,1,6583,30, ,A5, 388 BILLIOU STREET                        ,            ,10312,1,0,1,"4,250","1,120",1975, 1 , A5 ,$0,3/7/2011
5,HUGUENOT                 ,01  ONE FAMILY HOMES                        ,1,6815,147, ,A5, 122 HAWLEY AVENUE                         ,            ,10312,1,0,1,"3,710","1,937",1997, 1 , A5 ,$0,9/21/2011
5,HUGUENOT                 ,01  ONE FAMILY HOMES                        ,1,6815,188, ,A2, 40 HAWLEY AVENUE                          ,            ,10312,1,0,1,"4,000",840,1965, 1 , A2 ,"$300,000",10/3/2011
5,HUGUENOT                 ,01  ONE FAMILY HOMES                        ,1,6816,6, ,A2, 21 HAWLEY AVENUE                          ,            ,10312,1,0,1,"4,000","1,556",1970, 1 , A2 ,"$481,500",2/15/2011
5,HUGUENOT                 ,01  ONE FAMILY HOMES                        ,1,6820,59, ,A2, 18 ASHLAND AVENUE EAST                    ,            ,10312,1,0,1,"4,000","1,250",1973, 1 , A2 ,"$250,000",12/2/2011
5,HUGUENOT                 ,01  ONE FAMILY HOMES                        ,1,6828,39, ,A1, 274 DARLINGTON AVENUE                     ,            ,10312,1,0,1,"3,709","3,002",2004, 1 , A1 ,$0,6/10/2011
5,HUGUENOT                 ,01  ONE FAMILY HOMES                        ,1,6830,40, ,B2, 1576 DRUMGOOLE ROAD WEST                  ,            ,10312,2,0,2,"4,500","2,935",2009, 1 , A1 ,"$712,775",8/16/2011
5,HUGUENOT                 ,01  ONE FAMILY HOMES                        ,1,6830,42, ,B2, 1580 DRUMGOOLE ROAD WEST                  ,            ,10312,2,0,2,"4,000","3,592",2009, 1 , A1 ,"$712,755",8/16/2011
5,HUGUENOT                 ,01  ONE FAMILY HOMES                        ,1,6830,44, ,B2, 1584 DRUMGOOLE ROAD WEST                  ,            ,10312,2,0,2,"4,000","3,592",2009, 1 , A1 ,"$700,000",6/20/2011
5,HUGUENOT                 ,01  ONE FAMILY HOMES                        ,1,6834,55, ,A2, 803 EDGEGROVE AVENUE                      ,            ,10312,1,0,1,"6,000","1,482",1976, 1 , A2 ,"$575,000",6/9/2011
5,HUGUENOT                 ,01  ONE FAMILY HOMES                        ,1,6835,5, ,A1, 678 HUGUENOT AVENUE                       ,            ,10312,1,0,1,"12,200","2,208",1901, 1 , A1 ,$0,6/16/2011
5,HUGUENOT                 ,01  ONE FAMILY HOMES                        ,1,6835,5, ,A1, 678 HUGUENOT AVENUE                       ,            ,10312,1,0,1,"12,200","2,208",1901, 1 , A1 ,$0,6/16/2011
5,HUGUENOT                 ,01  ONE FAMILY HOMES                        ,1,6835,5, ,A1, 678 HUGUENOT AVENUE                       ,            ,10312,1,0,1,"12,200","2,208",1901, 1 , A1 ,$0,6/16/2011
5,HUGUENOT                 ,01  ONE FAMILY HOMES                        ,1,6839,9, ,A1, 781 MARCY AVENUE                          ,            ,10309,1,0,1,"4,700","3,039",1945, 1 , A1 ,"$530,000",6/21/2011
5,HUGUENOT                 ,01  ONE FAMILY HOMES                        ,1,6841,38, ,A2, 128 ELLSWORTH AVENUE                      ,            ,10312,1,0,1,"4,480","2,133",1970, 1 , A2 ,$0,4/8/2011
5,HUGUENOT                 ,01  ONE FAMILY HOMES                        ,1,6842,40, ,A2, 106 ELLSWORTH AVENUE                      ,            ,10312,1,0,1,"4,360","2,042",1970, 1 , A2 ,$0,8/10/2011
5,HUGUENOT                 ,01  ONE FAMILY HOMES                        ,1,6844,33, ,A2, 640 SHELDON AVENUE                        ,            ,10312,1,0,1,"4,600","2,242",1970, 1 , A2 ,"$460,000",6/1/2011
5,HUGUENOT                 ,01  ONE FAMILY HOMES                        ,1,6850,42, ,A2, 664 SINCLAIR AVENUE                       ,            ,10312,1,0,1,"4,264","1,820",1965, 1 , A2 ,"$480,000",4/4/2011
5,HUGUENOT                 ,01  ONE FAMILY HOMES                        ,1,6869,32, ,A0, 410 DARLINGTON AVENUE                     ,            ,10309,1,0,1,"4,200","1,280",1955, 1 , A0 ,"$475,000",11/18/2011
5,HUGUENOT                 ,01  ONE FAMILY HOMES                        ,1,6873,64, ,A2, 860 EDGEGROVE AVENUE                      ,            ,10309,1,0,1,"6,500",576,1915, 1 , A2 ,"$360,000",11/8/2011
5,HUGUENOT                 ,01  ONE FAMILY HOMES                        ,1,6878,64, ,A1, 924 EDGEGROVE AVENUE                      ,            ,10309,1,0,1,"6,000","2,532",1983, 1 , A1 ,$0,4/6/2011
5,HUGUENOT                 ,01  ONE FAMILY HOMES                        ,1,6884,16, ,A5, 819 RENSSELAER AVENUE                     ,            ,10309,1,0,1,"2,688","1,480",1983, 1 , A5 ,"$372,500",9/26/2011
5,HUGUENOT                 ,01  ONE FAMILY HOMES                        ,1,6884,20, ,A5, 825 RENSSELAER AVENUE                     ,            ,10309,1,0,1,"1,920","1,480",1983, 1 , A5 ,"$370,000",2/3/2011
5,HUGUENOT                 ,01  ONE FAMILY HOMES                        ,1,6884,169, ,A5, 812 SINCLAIR AVENUE                       ,            ,10309,1,0,1,"1,920","1,380",1985, 1 , A5 ,$0,7/14/2011
5,HUGUENOT                 ,01  ONE FAMILY HOMES                        ,1,6885,17, ,A2, 862 RATHBUN AVENUE                        ,            ,10309,1,0,1,"4,300","1,584",1950, 1 , A2 ,$0,6/24/2011
5,HUGUENOT                 ,01  ONE FAMILY HOMES                        ,1,6887,36, ,A5, 844 SHELDON AVENUE                        ,            ,10309,1,0,1,"2,140","1,380",1983, 1 , A5 ,"$330,000",1/11/2011
5,HUGUENOT                 ,01  ONE FAMILY HOMES                        ,1,6887,49, ,A5, 875 RENSSELAER AVENUE                     ,            ,10309,1,0,1,"1,860","1,800",1983, 1 , A5 ,$0,12/12/2011
5,HUGUENOT                 ,01  ONE FAMILY HOMES                        ,1,6888,30, ,A5, 858 SINCLAIR AVENUE                       ,            ,10309,1,0,1,"2,000","1,530",1985, 1 , A5 ,$0,12/5/2011
5,HUGUENOT                 ,01  ONE FAMILY HOMES                        ,1,6889,305, ,A2, 1142 WOODROW ROAD                         ,            ,10309,1,0,1,"6,840","1,586",1970, 1 , A2 ,$0,8/8/2011
5,HUGUENOT                 ,01  ONE FAMILY HOMES                        ,1,6892,25, ,A2, 875 SINCLAIR AVENUE                       ,            ,10309,1,0,1,"12,600","1,771",1965, 1 , A2 ,$0,7/7/2011
5,HUGUENOT                 ,01  ONE FAMILY HOMES                        ,1,6892,51, ,A1, 859 SINCLAIR AVENUE                       ,            ,10309,1,0,1,"3,441","1,920",1984, 1 , A1 ,"$568,500",3/31/2011
5,HUGUENOT                 ,02  TWO FAMILY HOMES                        ,1,6309,44, ,B3, 135 DARLINGTON AVENUE                     ,            ,10312,2,0,2,"6,000","2,624",1972, 1 , B3 ,$0,1/13/2011
5,HUGUENOT                 ,02  TWO FAMILY HOMES                        ,1,6310,32, ,B2, 316 DELMAR AVENUE                         ,            ,10312,2,0,2,"5,000","2,320",1987, 1 , B2 ,"$680,000",7/12/2011
5,HUGUENOT                 ,02  TWO FAMILY HOMES                        ,1,6314,66, ,B2, 143 NIPPON AVENUE                         ,            ,10312,2,0,2,"5,000","2,790",1984, 1 , B2 ,$0,11/21/2011
5,HUGUENOT                 ,02  TWO FAMILY HOMES                        ,1,6318,1, ,B2, 490 VINELAND AVENUE                       ,            ,10312,2,0,2,"4,000","2,170",1980, 1 , B2 ,"$500,000",11/18/2011
5,HUGUENOT                 ,02  TWO FAMILY HOMES                        ,1,6319,7, ,B2, 480 CROWN AVENUE                          ,            ,10312,2,0,2,"4,000","2,380",1975, 1 , B2 ,"$537,500",11/2/2011
5,HUGUENOT                 ,02  TWO FAMILY HOMES                        ,1,6319,11, ,B2, 472 CROWN AVENUE                          ,            ,10312,2,0,2,"4,000","2,250",1975, 1 , B2 ,$0,4/23/2011
5,HUGUENOT                 ,02  TWO FAMILY HOMES                        ,1,6319,39, ,B2, 445 VINELAND AVENUE                       ,            ,10312,2,0,2,"10,000","4,304",1992, 1 , B2 ,$0,10/19/2011
5,HUGUENOT                 ,02  TWO FAMILY HOMES                        ,1,6339,143, ,B2, 615 SINCLAIR AVENUE                       ,            ,10312,2,0,2,"10,000","2,548",1970, 1 , B2 ,"$730,000",10/20/2011
5,HUGUENOT                 ,02  TWO FAMILY HOMES                        ,1,6578,11, ,B2, 26 ALGONKIN STREET                        ,            ,10312,2,0,2,"8,625","5,229",1991, 1 , B2 ,$0,5/25/2011
5,HUGUENOT                 ,02  TWO FAMILY HOMES                        ,1,6579,45, ,B2, 11 ALGONKIN STREET                        ,            ,10312,2,0,2,"4,000","2,072",1975, 1 , B2 ,"$580,000",7/29/2011
5,HUGUENOT                 ,02  TWO FAMILY HOMES                        ,1,6579,45, ,B2, 11 ALGONKIN STREET                        ,            ,10312,2,0,2,"4,000","2,072",1975, 1 , B2 ,"$327,500",1/31/2011
5,HUGUENOT                 ,02  TWO FAMILY HOMES                        ,1,6815,148, ,B9, 120 HAWLEY AVENUE                         ,            ,10312,2,0,2,"3,430","2,743",1997, 1 , B9 ,$0,9/21/2011
5,HUGUENOT                 ,02  TWO FAMILY HOMES                        ,1,6822,64, ,B2, 417 ELLSWORTH AVENUE                      ,            ,10312,2,0,2,"4,000","3,296",2000, 1 , B2 ,$0,4/28/2011
5,HUGUENOT                 ,02  TWO FAMILY HOMES                        ,1,6828,15, ,B2, 284 DARLINGTON AVENUE                     ,            ,10312,2,0,2,"4,676","3,230",2004, 1 , B2 ,$0,2/7/2011
5,HUGUENOT                 ,02  TWO FAMILY HOMES                        ,1,6830,42, ,B2, 1580 DRUMGOOLE ROAD WEST                  ,            ,10312,2,0,2,"4,000","3,592",2009, 1 , B2 ,$0,12/14/2011
5,HUGUENOT                 ,02  TWO FAMILY HOMES                        ,1,6833,15, ,B2, 820 EDGEGROVE AVENUE                      ,            ,10312,2,0,2,"6,000","1,993",1975, 1 , B2 ,"$625,000",10/18/2011
5,HUGUENOT                 ,02  TWO FAMILY HOMES                        ,1,6834,63, ,B2, 821 EDGEGROVE AVENUE                      ,            ,10312,2,0,2,"4,166","2,733",2011, 1 , B2 ,"$763,687",11/3/2011
5,HUGUENOT                 ,02  TWO FAMILY HOMES                        ,1,6835,34, ,B2, 691 IONIA AVENUE                          ,            ,10312,2,0,2,"12,798","3,045",1993, 1 , B2 ,$0,3/8/2011
5,HUGUENOT                 ,02  TWO FAMILY HOMES                        ,1,6869,12, ,B2, 454 DARLINGTON AVENUE                     ,            ,10309,2,0,2,"10,500","4,080",1945, 1 , B2 ,"$600,000",8/31/2011
5,HUGUENOT                 ,02  TWO FAMILY HOMES                        ,1,6872,30, ,B2, 484 DARLINGTON AVENUE                     ,            ,10309,2,0,2,"4,000","2,400",2011, 1 , B2 ,"$758,596",12/30/2011
5,HUGUENOT                 ,02  TWO FAMILY HOMES                        ,1,6873,18, ,B2, 445 DARLINGTON AVENUE                     ,            ,10309,2,0,2,"5,000","4,126",2008, 1 , B2 ,"$775,000",2/28/2011
5,HUGUENOT                 ,02  TWO FAMILY HOMES                        ,1,6888,24, ,B2, 870 SINCLAIR AVENUE                       ,            ,10309,2,0,2,"4,246","2,543",1980, 1 , B2 ,"$645,000",4/12/2011
5,HUGUENOT                 ,02  TWO FAMILY HOMES                        ,1,6888,60, ,B2, 883 SHELDON AVENUE                        ,            ,10309,2,0,2,"4,000","2,228",1960, 1 , B2 ,$0,2/18/2011
5,HUGUENOT                 ,05  TAX CLASS 1 VACANT LAND                 ,1B,6313,13, ,V0, RATHBUN AVENUE                            ,            ,10312,0,0,0,"4,000",0,0, 1 , V0 ,$10,7/5/2011
5,HUGUENOT                 ,05  TAX CLASS 1 VACANT LAND                 ,1B,6316,1, ,V0, SINCLAIR AVENUE                           ,            ,10312,0,0,0,"12,000",0,0, 1 , V0 ,"$235,000",6/14/2011
5,HUGUENOT                 ,05  TAX CLASS 1 VACANT LAND                 ,1B,6333,195, ,V0, 3 DRUMGOOLE ROAD WEST                     ,            ,10312,0,0,0,"3,120",0,0, 1 , V0 ,$0,10/27/2011
5,HUGUENOT                 ,05  TAX CLASS 1 VACANT LAND                 ,1,6336,1, ,B2, 641 LAMONT AVE                            ,            ,10312,2,0,2,"4,687","2,466",2011, 1 , V0 ,"$275,000",8/4/2011
5,HUGUENOT                 ,05  TAX CLASS 1 VACANT LAND                 ,1,6336,1, ,B2, 645 LAMONT AVE                            ,            ,10312,2,0,2,"4,687","2,466",2011, 1 , V0 ,"$275,000",8/4/2011
5,HUGUENOT                 ,05  TAX CLASS 1 VACANT LAND                 ,1,6336,1, ,B2, 643 LAMONT AVE                            ,            ,10312,2,0,2,"4,687","2,466",2011, 1 , V0 ,"$275,000",8/4/2011
5,HUGUENOT                 ,05  TAX CLASS 1 VACANT LAND                 ,1B,6540,8, ,V0, IRVINGTON STREET                          ,            ,10312,0,0,0,"12,240",0,0, 1 , V0 ,$0,4/28/2011
5,HUGUENOT                 ,05  TAX CLASS 1 VACANT LAND                 ,1B,6570,22, ,V0, KINGDOM AVENUE                            ,            ,10312,0,0,0,"4,550",0,0, 1 , V0 ,$0,11/15/2011
5,HUGUENOT                 ,05  TAX CLASS 1 VACANT LAND                 ,1B,6836,63, ,V0, 638 HUGUENOT AVENUE                       ,            ,10312,0,0,0,"34,800",0,0, 1 , V0 ,"$975,000",5/31/2011
5,HUGUENOT                 ,05  TAX CLASS 1 VACANT LAND                 ,1,6872,32, ,A1, DARLINGTON AVENUE                         ,            ,10309,1,0,1,"4,000","2,400",2011, 1 , V0 ,"$733,140",9/1/2011
5,LIVINGSTON               ,01  ONE FAMILY HOMES                        ,1,78,275, ,A1, 45 DONALD PLACE                           ,            ,10310,1,0,1,"7,980","3,694",1940, 1 , A1 ,"$710,000",9/22/2011
5,LIVINGSTON               ,01  ONE FAMILY HOMES                        ,1,78,297, ,A1, 20 LINDEN STREET                          ,            ,10310,1,0,1,"5,880","1,546",1930, 1 , A1 ,$0,1/28/2011
5,LIVINGSTON               ,01  ONE FAMILY HOMES                        ,1,149,145, ,A1, 91 PELTON AVENUE                          ,            ,10310,1,0,1,"3,515","1,168",1925, 1 , A1 ,"$275,000",10/18/2011
5,LIVINGSTON               ,01  ONE FAMILY HOMES                        ,1,150,144, ,A1, 15 BEMENT AVENUE                          ,            ,10310,1,0,1,"11,175","1,436",1899, 1 , A1 ,"$500,000",12/12/2011
5,LIVINGSTON               ,01  ONE FAMILY HOMES                        ,1,150,144, ,A1, 15 BEMENT AVENUE                          ,            ,10310,1,0,1,"11,175","1,436",1899, 1 , A1 ,$0,10/17/2011
5,LIVINGSTON               ,01  ONE FAMILY HOMES                        ,1,150,144, ,A1, 15 BEMENT AVENUE                          ,            ,10310,1,0,1,"11,175","1,436",1899, 1 , A1 ,"$463,000",1/10/2011
5,LIVINGSTON               ,01  ONE FAMILY HOMES                        ,1,150,204, ,A1, 132 PELTON AVENUE                         ,            ,10310,1,0,1,"3,744","1,124",1920, 1 , A1 ,"$312,000",2/15/2011
5,LIVINGSTON               ,01  ONE FAMILY HOMES                        ,1,150,236, ,A1, 198 PELTON AVENUE                         ,            ,10310,1,0,1,"3,478","1,152",1915, 1 , A1 ,$0,7/13/2011
5,LIVINGSTON               ,01  ONE FAMILY HOMES                        ,1,150,333, ,A1, 163 BEMENT COURT                          ,            ,10310,1,0,1,"2,496","1,296",1935, 1 , A1 ,$0,3/22/2011
5,LIVINGSTON               ,01  ONE FAMILY HOMES                        ,1,150,335, ,A1, 167 BEMENT COURT                          ,            ,10310,1,0,1,"2,280","1,296",1935, 1 , A1 ,"$330,000",8/3/2011
5,LIVINGSTON               ,01  ONE FAMILY HOMES                        ,1,150,364, ,A5, 154 OAKLAND AVENUE                        ,            ,10310,1,0,1,"3,013","2,505",2010, 1 , A5 ,"$412,000",3/29/2011
5,LIVINGSTON               ,01  ONE FAMILY HOMES                        ,1,150,419, ,A5, 12 ELIZABETH AVENUE                       ,            ,10310,1,0,1,"2,673","1,322",1930, 1 , A5 ,"$348,000",1/6/2011
5,LIVINGSTON               ,02  TWO FAMILY HOMES                        ,1,149,452, ,B2, 3 ARLINGTON COURT                         ,            ,10310,2,0,2,"3,038","2,200",1925, 1 , B2 ,"$231,000",8/1/2011
5,LIVINGSTON               ,02  TWO FAMILY HOMES                        ,1,150,363, ,B9, 152 OAKLAND AVENUE                        ,            ,10310,2,0,2,"5,104","2,701",2010, 1 , B9 ,"$415,740",4/13/2011
5,LIVINGSTON               ,05  TAX CLASS 1 VACANT LAND                 ,1B,150,1, ,V0, BEMENT AVENUE                             ,            ,10310,0,0,0,"15,655",0,0, 1 , V0 ,$0,10/17/2011
5,LIVINGSTON               ,05  TAX CLASS 1 VACANT LAND                 ,1B,150,1, ,V0, BEMENT AVENUE                             ,            ,10310,0,0,0,"15,655",0,0, 1 , V0 ,"$88,000",1/10/2011
5,LIVINGSTON               ,07  RENTALS - WALKUP APARTMENTS             ,2A,150,348, ,C3, 191 BEMENT COURT                          ,            ,10310,4,0,4,"4,320","3,344",1931, 2 , C3 ,"$225,000",3/28/2011
5,LIVINGSTON               ,09  COOPS - WALKUP APARTMENTS               ,2,138,119, ,C6," 162 BARD AVENUE, 2B                       ",            ,10310,0,0,0,0,0,1947, 2 , C6 ,"$161,000",5/3/2011
5,LIVINGSTON               ,22  STORE BUILDINGS                         ,4,75,59, ,K5, 1115 RICHMOND TERRACE                     ,            ,10310,0,1,1,"10,038","2,500",1956, 4 , K5 ,"$625,000",10/21/2011
5,MANOR HEIGHTS            ,01  ONE FAMILY HOMES                        ,1,690,59, ,A2, 168 MELHORN ROAD                          ,            ,10314,1,0,1,"4,326","2,340",1965, 1 , A2 ,$0,4/18/2011
5,MANOR HEIGHTS            ,01  ONE FAMILY HOMES                        ,1,690,63, ,A2, 176 MELHORN ROAD                          ,            ,10314,1,0,1,"4,200","2,052",1965, 1 , A2 ,$0,7/26/2011
5,MANOR HEIGHTS            ,01  ONE FAMILY HOMES                        ,1,690,130, ,A1, 5 MOTLEY AVENUE                           ,            ,10314,1,0,1,"7,047","4,366",1965, 1 , A1 ,$0,8/18/2011
5,MANOR HEIGHTS            ,01  ONE FAMILY HOMES                        ,1,690,144, ,A2, 31 MOTLEY AVENUE                          ,            ,10314,1,0,1,"4,200","2,012",1965, 1 , A2 ,$0,10/6/2011
5,MANOR HEIGHTS            ,01  ONE FAMILY HOMES                        ,1,696,100, ,A2, 245 LA GUARDIA AVENUE                     ,            ,10314,1,0,1,"5,500","2,228",1970, 1 , A2 ,$0,2/7/2011
5,MANOR HEIGHTS            ,01  ONE FAMILY HOMES                        ,1,698,35, ,A2, 56 CROAK AVENUE                           ,            ,10314,1,0,1,"4,180","2,093",1965, 1 , A2 ,"$530,000",1/3/2011
5,MANOR HEIGHTS            ,01  ONE FAMILY HOMES                        ,1,699,39, ,A9, 66 LINCOLN STREET                         ,            ,10314,1,0,1,"1,800","1,276",1989, 1 , A9 ,$0,5/25/2011
5,MANOR HEIGHTS            ,01  ONE FAMILY HOMES                        ,1,701,42, ,A9, 144 LA GUARDIA AVENUE                     ,            ,10314,1,0,1,"2,271","1,148",1975, 1 , A9 ,$0,12/30/2011
5,MANOR HEIGHTS            ,01  ONE FAMILY HOMES                        ,1,701,42, ,A9, 144 LA GUARDIA AVENUE                     ,            ,10314,1,0,1,"2,271","1,148",1975, 1 , A9 ,"$210,199",5/6/2011
5,MANOR HEIGHTS            ,01  ONE FAMILY HOMES                        ,1,704,36, ,A9, 108 LAGUARDIA AVE                         ,            ,10314,1,0,1,"2,405","1,144",1970, 1 , A9 ,"$106,000",6/17/2011
5,MANOR HEIGHTS            ,01  ONE FAMILY HOMES                        ,1,705,199, ,A1, 41 ANDES PLACE                            ,            ,10314,1,0,1,"5,796","2,184",1975, 1 , A1 ,"$799,000",1/14/2011
5,MANOR HEIGHTS            ,01  ONE FAMILY HOMES                        ,1,705,316, ,A2, 27 POLAND PLACE                           ,            ,10314,1,0,1,"4,000","2,132",1975, 1 , A2 ,$0,11/8/2011
5,MANOR HEIGHTS            ,01  ONE FAMILY HOMES                        ,1,752,353, ,A9, 208 MELBA STREET                          ,            ,10314,1,0,1,"3,552","1,980",1980, 1 , A9 ,$0,11/2/2011
5,MANOR HEIGHTS            ,01  ONE FAMILY HOMES                        ,1,752,445, ,A1, 243 ELVIN STREET                          ,            ,10314,1,0,1,"4,725","1,771",1965, 1 , A1 ,"$510,000",9/6/2011
5,MANOR HEIGHTS            ,01  ONE FAMILY HOMES                        ,1,752,588, ,A2, 228 FANNING STREET                        ,            ,10314,1,0,1,"5,040","1,000",1950, 1 , A2 ,"$350,000",8/10/2011
5,MANOR HEIGHTS            ,01  ONE FAMILY HOMES                        ,1,755,30, ,A2, 64 HOLDEN BOULEVARD                       ,            ,10314,1,0,1,"4,200","1,820",1970, 1 , A2 ,"$360,000",1/11/2011
5,MANOR HEIGHTS            ,01  ONE FAMILY HOMES                        ,1,757,74, ,A5, 344 MOUNTAINVIEW AVENUE                   ,            ,10314,1,0,1,"2,500","1,360",1975, 1 , A5 ,$0,6/28/2011
5,MANOR HEIGHTS            ,01  ONE FAMILY HOMES                        ,1,763,123, ,A0, 262 GANSEVOORT BOULEVARD                  ,            ,10314,1,0,1,"6,975","1,105",1950, 1 , A0 ,"$363,000",6/20/2011
5,MANOR HEIGHTS            ,01  ONE FAMILY HOMES                        ,1,763,134, ,A0, 277 GANSEVOORT BOULEVARD                  ,            ,10314,1,0,1,"4,200","1,105",1950, 1 , A0 ,"$357,000",5/20/2011
5,MANOR HEIGHTS            ,01  ONE FAMILY HOMES                        ,1,765,9, ,A2, 225 WHEELER AVENUE                        ,            ,10314,1,0,1,"5,080","2,138",1965, 1 , A2 ,$0,1/21/2011
5,MANOR HEIGHTS            ,01  ONE FAMILY HOMES                        ,1,766,40, ,A5, 294 SOUTH GANNON AVENUE                   ,            ,10314,1,0,1,"1,558","1,300",1989, 1 , A5 ,$0,11/28/2011
5,MANOR HEIGHTS            ,01  ONE FAMILY HOMES                        ,1,766,41, ,A5, 292 SOUTH GANNON AVENUE                   ,            ,10314,1,0,1,740,"1,300",1989, 1 , A5 ,"$240,500",3/28/2011
5,MANOR HEIGHTS            ,01  ONE FAMILY HOMES                        ,1,769,24, ,A5, 17 WELLBROOK AVENUE                       ,            ,10314,1,0,1,"1,900","2,160",1994, 1 , A5 ,$0,9/23/2011
5,MANOR HEIGHTS            ,01  ONE FAMILY HOMES                        ,1,798,21, ,A1, 406 FANNING STREET                        ,            ,10314,1,0,1,"4,600","2,040",1970, 1 , A1 ,"$500,000",9/6/2011
5,MANOR HEIGHTS            ,01  ONE FAMILY HOMES                        ,1,801,16, ,A5, 520 MELBA STREET                          ,            ,10314,1,0,1,"2,954","1,724",1998, 1 , A5 ,$0,1/14/2011
5,MANOR HEIGHTS            ,01  ONE FAMILY HOMES                        ,1,801,246, ,A5, 90 PORTAGE AVENUE                         ,            ,10314,1,0,1,"1,232","1,806",1991, 1 , A5 ,$0,8/13/2011
5,MANOR HEIGHTS            ,01  ONE FAMILY HOMES                        ,1,802,13, ,A2, 97 BRIELLE AVENUE                         ,            ,10314,1,0,1,"5,793","1,020",1955, 1 , A2 ,"$314,340",1/13/2011
5,MANOR HEIGHTS            ,01  ONE FAMILY HOMES                        ,1,802,52, ,A1, 15 CHERRY PLACE                           ,            ,10314,1,0,1,"4,100","2,170",1970, 1 , A1 ,"$377,000",12/16/2011
5,MANOR HEIGHTS            ,01  ONE FAMILY HOMES                        ,1,802,111, ,A1, 184 PORTAGE AVENUE                        ,            ,10314,1,0,1,"4,100","2,278",1970, 1 , A1 ,"$490,000",9/22/2011
5,MANOR HEIGHTS            ,01  ONE FAMILY HOMES                        ,1,802,119, ,A1, 168 PORTAGE AVENUE                        ,            ,10314,1,0,1,"4,100","2,170",1970, 1 , A1 ,"$473,500",10/5/2011
5,MANOR HEIGHTS            ,01  ONE FAMILY HOMES                        ,1,803,23, ,A5, 237 LIVINGSTON AVENUE                     ,            ,10314,1,0,1,"1,933","1,311",2002, 1 , A5 ,"$325,000",6/2/2011
5,MANOR HEIGHTS            ,01  ONE FAMILY HOMES                        ,1,804,296, ,A1, 412 MOUNTAINVIEW AVENUE                   ,            ,10314,1,0,1,"4,000","2,133",1965, 1 , A1 ,$0,6/23/2011
5,MANOR HEIGHTS            ,01  ONE FAMILY HOMES                        ,1,805,82, ,A9, 176 HAROLD STREET                         ,            ,10314,1,0,1,"2,370","1,616",1970, 1 , A9 ,$0,2/2/2011
5,MANOR HEIGHTS            ,01  ONE FAMILY HOMES                        ,1,805,124, ,A1, 7 VERMONT COURT                           ,            ,10314,1,0,1,"5,600","1,920",1970, 1 , A1 ,$0,2/28/2011
5,MANOR HEIGHTS            ,01  ONE FAMILY HOMES                        ,1,807,22, ,A5, 126 SUFFOLK AVENUE                        ,            ,10314,1,0,1,"2,838","1,913",1996, 1 , A5 ,"$420,000",6/28/2011
